Ay,Dolar,Euro,Altın,Petrol,Beton,Demir,Fiyat,Son Güncelleme Tarihi,Konut Tipi,Mahalle, Net M2,Oda , Salon Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Eşya Durumu,Banyo Sayısı,Cephe,Kira Getirisi,Kullanım Durumu,Aidat,Yakıt Tipi
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-23,Daire,Köprülü - Veysipaşa,75.0,2.0,1.0,2. Kat,17 Yaşında,Klima,Eşyalı,1,"Kuzey, Güney",12.000 TL,Boş,,Elektrik
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-23,Daire,Köprülü - Veysipaşa,75.0,,,2. Kat,17 Yaşında,Klima,Eşyalı,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-23,Daire,Köprülü - Veysipaşa,75.0,,,2. Kat,17 Yaşında,Klima,Eşyalı,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-23,Daire,Köprülü - Veysipaşa,75.0,,,2. Kat,17 Yaşında,Klima,Eşyalı,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.360.000 TL,2023-12-07,Daire,Zafer,90.0,2.0,1.0,2. Kat,30 Yaşında,Merkezi,Eşyalı Değil,1,"Kuzey, Batı",10.000 TL,Kiracılı,100 TL,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.360.000 TL,2023-12-07,Daire,Zafer,90.0,,,2. Kat,30 Yaşında,Merkezi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.360.000 TL,2023-12-07,Daire,Zafer,90.0,,,2. Kat,30 Yaşında,Merkezi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.200.000 TL,2023-11-11,Daire,Girne,220.0,4.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,3,"Doğu, Batı",,Boş,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.200.000 TL,2023-11-11,Daire,Girne,220.0,,,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,3,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,9.500.000 TL,2023-11-04,Daire,Girne,280.0,5.0,1.0,En Üst Kat,10 Yaşında,Kombi,Eşyalı Değil,3,"Doğu, Batı",25.000 TL,Mülk Sahibi,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,7.000.000 TL,2023-11-29,Daire,Cumhuriyet,300.0,5.0,1.0,En Üst Kat,15 Yaşında,Kombi,Eşyalı Değil,3,"Doğu, Batı",,Mülk Sahibi,150 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.875.000 TL,2023-10-09,Daire,Kurtuluş,135.0,3.0,1.0,1. Kat,35 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.100.000 TL,2023-12-14,Residence,Ata,200.0,4.0,1.0,2. Kat,7 Yaşında,Kombi,Eşyalı Değil,2,,,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.090.000 TL,2023-11-24,Daire,Orta,40.0,1.0,1.0,2. Kat,1 Yaşında,Isıtma Yok,Eşyalı Değil,1,Güney,3.500 TL,Kiracılı,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.850.000 TL,2023-11-25,Daire,Yedi Eylül,160.0,4.0,1.0,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu, Batı",,Mülk Sahibi,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.550.000 TL,2023-12-18,Daire,Efeler,45.0,1.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Boş,150 TL,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.550.000 TL,2023-12-18,Daire,Efeler,45.0,,,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.550.000 TL,2023-12-18,Daire,Efeler,45.0,,,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.200.000 TL,2023-11-11,Daire,Girne,220.0,4.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,3,"Doğu, Batı",,Boş,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.200.000 TL,2023-11-11,Daire,Girne,220.0,,,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,3,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.500.000 TL,2024-01-02,Daire,Efeler,130.0,3.0,1.0,3. Kat,15 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.600.000 TL,2023-11-06,Daire,Yedi Eylül,70.0,2.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Doğu, Batı",7.000 TL,Boş,80 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.750.000 TL,2023-11-01,Daire,Güzelhisar,172.0,3.0,1.0,5. Kat,6 Yaşında,Yerden Isıtma,Eşyalı Değil,2,"Kuzey, Batı",,Kiracılı,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.900.000 TL,2023-12-24,Daire,Ovaeymir,141.0,3.0,1.0,Ara Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,2,"Güney, Doğu",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.900.000 TL,2023-12-24,Daire,Ovaeymir,141.0,,,Ara Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.900.000 TL,2023-12-24,Daire,Ovaeymir,141.0,,,Ara Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.750.000 TL,2023-12-27,Daire,Hasanefendi - Ramazan Paşa,160.0,4.0,1.0,2. Kat,18 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",15.000 TL,Mülk Sahibi,150 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.250.000 TL,2023-12-19,Daire,Mesudiye,110.0,3.0,1.0,Zemin,30 Yaşında,Soba,Eşyalı Değil,1,,,Boş,100 TL,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.900.000 TL,2023-12-25,Daire,Zafer,41.0,1.0,1.0,3. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,1,,15.000 TL,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.900.000 TL,2023-12-25,Daire,Zafer,41.0,,,3. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.900.000 TL,2023-12-25,Daire,Zafer,41.0,,,3. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.900.000 TL,2023-12-25,Daire,Zafer,41.0,,,3. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.150.000 TL,2023-11-10,Daire,Fatih,135.0,3.0,1.0,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,2,"Güney, Doğu",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.150.000 TL,2023-11-10,Daire,Fatih,135.0,,,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.150.000 TL,2023-11-10,Daire,Fatih,135.0,,,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,5.000.000 TL,2023-10-13,Daire,Ata,125.0,2.0,1.0,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",5.000 TL,Mülk Sahibi,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,12.000.000 TL,2023-12-24,Villa,Mimar Sinan,230.0,7.0,1.0,1. Kat,12 Yaşında,Klima,Eşyalı Değil,4,"Kuzey, Güney, Batı",,Mülk Sahibi,,Elektrik
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,12.000.000 TL,2023-12-24,Villa,Mimar Sinan,230.0,,,1. Kat,12 Yaşında,Klima,Eşyalı Değil,4,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.900.000 TL,2023-12-26,Daire,Fatih,280.0,5.0,1.0,4. Kat,7 Yaşında,Kombi,Eşyalı Değil,2,,20.000 TL,Mülk Sahibi,210 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.450.000 TL,2023-12-08,Daire,Kemer,85.0,2.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Boş,1 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.000.000 TL,2023-12-27,Daire,Meşrutiyet,100.0,3.0,1.0,2. Kat,30 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney",10.000 TL,Boş,50 TL,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.000.000 TL,2023-12-27,Daire,Meşrutiyet,100.0,,,2. Kat,30 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.000.000 TL,2023-12-27,Daire,Meşrutiyet,100.0,,,2. Kat,30 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.200.000 TL,2023-11-03,Daire,Girne,122.0,3.0,1.0,5. Kat,7 Yaşında,Kombi,Eşyalı Değil,1,,,Kiracılı,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.290.000 TL,2023-11-11,Daire,Cumhuriyet,125.0,3.0,1.0,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Kiracılı,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.290.000 TL,2023-11-11,Daire,Cumhuriyet,125.0,,,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,30.000.000 TL,2023-12-29,Bina,Umurlu,140.0,3.0,1.0,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",10.000 TL,Kiracılı,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,30.000.000 TL,2023-12-29,Bina,Umurlu,140.0,,,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,30.000.000 TL,2023-12-29,Bina,Umurlu,140.0,,,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.750.000 TL,2023-11-13,Daire,Cumhuriyet,110.0,2.0,1.0,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı Değil,2,"Güney, Doğu, Batı",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.750.000 TL,2023-11-13,Daire,Cumhuriyet,110.0,,,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.750.000 TL,2023-11-13,Daire,Cumhuriyet,110.0,,,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.750.000 TL,2023-11-13,Daire,Cumhuriyet,110.0,,,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.050.000 TL,2023-11-01,Daire,Cumhuriyet,70.0,2.0,0.0,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.900.000 TL,2024-01-02,Daire,Efeler,135.0,3.0,1.0,Kot 2,12 Yaşında,Kombi,Eşyalı Değil,1,,15.000 TL,Kiracılı,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.695.000 TL,2023-11-09,Daire,Orta,50.0,2.0,1.0,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.695.000 TL,2023-11-09,Daire,Orta,50.0,,,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.695.000 TL,2023-11-09,Daire,Orta,50.0,,,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.695.000 TL,2023-11-09,Daire,Orta,50.0,,,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.695.000 TL,2023-11-09,Daire,Orta,50.0,,,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.400.000 TL,2023-11-04,Daire,Güzelhisar,135.0,3.0,1.0,En Üst Kat,25 Yaşında,Soba,Eşyalı Değil,1,"Doğu, Batı",8.000 TL,Kiracılı,50 TL,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-20,Daire,Meşrutiyet,90.0,2.0,1.0,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Kiracılı,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.850.000 TL,2023-11-01,Daire,Güzelhisar,135.0,3.0,1.0,Ara Kat,35 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Kiracılı,200 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.850.000 TL,2023-11-01,Daire,Güzelhisar,135.0,,,Ara Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.850.000 TL,2023-11-01,Daire,Güzelhisar,135.0,,,Ara Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.350.000 TL,2023-12-30,Daire,Ata,130.0,3.0,1.0,En Üst Kat,25 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Doğu, Batı",5.000 TL,Kiracılı,5.000 TL,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.300.000 TL,2023-11-24,Daire,Zeybek,135.0,3.0,1.0,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Batı",,Mülk Sahibi,250 TL,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.250.000 TL,2023-11-27,Daire,Girne,153.0,3.0,1.0,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,Güney,,Mülk Sahibi,200 TL,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.250.000 TL,2023-11-27,Daire,Girne,153.0,,,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.250.000 TL,2023-11-27,Daire,Girne,153.0,,,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.500.000 TL,2024-01-02,Daire,Meşrutiyet,170.0,3.0,1.0,6. Kat,25 Yaşında,Merkezi,Eşyalı Değil,1,,,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,9.600.000 TL,2023-12-01,Villa,Kardeşköy,300.0,6.0,1.0,6. Kat,2 Yaşında,Merkezi,Eşyalı Değil,4,"Kuzey, Güney, Doğu, Batı",35.000 TL,Mülk Sahibi,300 TL,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,9.600.000 TL,2023-12-01,Villa,Kardeşköy,300.0,,,6. Kat,2 Yaşında,Merkezi,Eşyalı Değil,4,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,9.600.000 TL,2023-12-01,Villa,Kardeşköy,300.0,,,6. Kat,2 Yaşında,Merkezi,Eşyalı Değil,4,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.785.000 TL,2023-11-02,Daire,Mesudiye,78.0,2.0,1.0,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,,Kiracılı,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.785.000 TL,2023-11-02,Daire,Mesudiye,78.0,,,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.500.000 TL,2023-12-25,Daire,Güzelhisar,160.0,3.0,1.0,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.500.000 TL,2023-12-25,Daire,Güzelhisar,160.0,,,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.500.000 TL,2023-12-25,Daire,Güzelhisar,160.0,,,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,5.000.000 TL,2023-10-09,Bina,Köprülü - Veysipaşa,150.0,3.0,1.0,5. Kat,35 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney",3.500 TL,Boş,,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,5.000.000 TL,2023-10-09,Bina,Köprülü - Veysipaşa,150.0,,,5. Kat,35 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,5.000.000 TL,2023-10-09,Bina,Köprülü - Veysipaşa,150.0,,,5. Kat,35 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.350.000 TL,2023-11-27,Daire,Kurtuluş,110.0,3.0,1.0,5. Kat,30 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Güney, Batı",,Boş,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.350.000 TL,2023-11-27,Daire,Kurtuluş,110.0,,,5. Kat,30 Yaşında,Isıtma Yok,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.650.000 TL,2023-12-25,Daire,Orta,80.0,2.0,1.0,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.650.000 TL,2023-12-25,Daire,Orta,80.0,,,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.650.000 TL,2023-12-25,Daire,Orta,80.0,,,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.750.000 TL,2023-10-24,Daire,Orta,85.0,2.0,1.0,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,Batı,,Boş,100 TL,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,15.000.000 TL,2023-12-08,Müstakil Ev,Kardeşköy,145.0,3.0,1.0,1. Kat,20 Yaşında,Merkezi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Mülk Sahibi,,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,15.000.000 TL,2023-12-08,Müstakil Ev,Kardeşköy,145.0,,,1. Kat,20 Yaşında,Merkezi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,15.000 TL,2023-11-26,Daire,Ata,130.0,3.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,15.000 TL,2023-11-26,Daire,Ata,130.0,,,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-16,Daire,Kurtuluş,85.0,2.0,1.0,En Üst Kat,5 Yaşında,Kombi,Eşyalı,2,Doğu,8.500 TL,Boş,180 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2023-12-16,Daire,Kurtuluş,85.0,,,En Üst Kat,5 Yaşında,Kombi,Eşyalı,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,875.000 TL,2023-12-28,Daire,Orta,50.0,1.0,1.0,Ara Kat,5 Yaşında,Klima,Eşyalı Değil,1,Kuzey,8.000 TL,Boş,50 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,875.000 TL,2023-12-28,Daire,Orta,50.0,,,Ara Kat,5 Yaşında,Klima,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.850.000 TL,2023-11-19,Müstakil Ev,Serçeköy,80.0,2.0,1.0,Ara Kat,13 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.850.000 TL,2023-11-19,Müstakil Ev,Serçeköy,80.0,,,Ara Kat,13 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.850.000 TL,2023-11-19,Müstakil Ev,Serçeköy,80.0,,,Ara Kat,13 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.500.000 TL,2023-11-29,Daire,Efeler,130.0,3.0,1.0,En Üst Kat,Sıfır Bina,Merkezi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",15.000 TL,Boş,1 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.200.000 TL,2023-11-03,Daire,Mimar Sinan,120.0,3.0,1.0,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,2,,,Kiracılı,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.280.000 TL,2023-11-24,Daire,Ata,90.0,2.0,1.0,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",15.000 TL,Boş,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.650.000 TL,2024-01-02,Daire,Güzelhisar,120.0,3.0,1.0,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,1,"Kuzey, Güney",,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,7.900.000 TL,2023-11-10,Villa,Yılmazköy,180.0,5.0,1.0,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,3,"Kuzey, Güney, Doğu, Batı",,Boş,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,7.900.000 TL,2023-11-10,Villa,Yılmazköy,180.0,,,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,3,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.000.000 TL,2024-01-06,Daire,Orta,300.0,5.0,1.0,En Üst Kat,15 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",15.000 TL,Belirtilmemiş,100 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.000.000 TL,2024-01-06,Daire,Orta,300.0,,,En Üst Kat,15 Yaşında,Kombi,Eşyalı Değil,2,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.800.000 TL,2023-12-30,Daire,Meşrutiyet,110.0,3.0,1.0,4. Kat,22 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,5.750.000 TL,2023-10-19,Residence,Kemer,155.0,4.0,1.0,9. Kat,3 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",25.000 TL,Kiracılı,900 TL,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.000.000 TL,2023-11-22,Köy Evi,Gölcük,150.0,2.0,1.0,9. Kat,Sıfır Bina,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Güney, Doğu",,Boş,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.000.000 TL,2023-11-22,Köy Evi,Gölcük,150.0,,,9. Kat,Sıfır Bina,Isıtma Yok,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,4.000.000 TL,2023-11-22,Köy Evi,Gölcük,150.0,,,9. Kat,Sıfır Bina,Isıtma Yok,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,2.500.000 TL,2024-01-03,Daire,Orta,75.0,2.0,0.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Kuzey,12.000 TL,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.650.000 TL,2023-12-28,Müstakil Ev,Kocagür,100.0,2.0,1.0,3. Kat,25 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Boş,,Kömür-Odun
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.650.000 TL,2023-12-28,Müstakil Ev,Kocagür,100.0,,,3. Kat,25 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.650.000 TL,2023-12-28,Müstakil Ev,Kocagür,100.0,,,3. Kat,25 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.650.000 TL,2023-12-28,Müstakil Ev,Kocagür,100.0,,,3. Kat,25 Yaşında,Soba,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.650.000 TL,2023-10-21,Daire,Güzelhisar,45.0,1.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Batı,9.000 TL,Boş,,Doğalgaz
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,1.650.000 TL,2023-10-21,Daire,Güzelhisar,45.0,,,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
2,29.8403,32.6801,1960.79,78.76,2100,22829.17,3.000.000 TL,2023-11-05,Daire,Fatih,160.0,3.0,1.0,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Doğu, Batı",2.500 TL,Boş,,Doğalgaz
